symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,fund_profitability,fund_growth,fund_valuation,fund_financial_health,fund_dividend,fundamental_score,fund_data_coverage,roe,pe_ratio,debt_to_equity,operating_margin,technical_score,tech_data_coverage,tech_trend,tech_momentum,tech_volume,tech_relative_strength,composite_score_raw,l_category,sector_preference_mult,composite_score,composite_rank,fundamental_rank,technical_rank,data_quality
HIRECT.NS,Hind Rectifiers Limited,25579816960,1488.6,105776470.82878418,Industrials,Electrical Equipment & Parts,PASS,,52.5,90.0,12.5,35.0,60.0,51.12500000000001,1.0,,50.753494,109.187,0.07604,72.91666666666667,1.0,83.33333333333334,62.5,60.0,86.66666666666666,55.48333333333334,L3,1.1,61.03166666666668,234,607,46,HIGH
IMFA.NS,Indian Metals & Ferro Alloys Limited,66674073600,1235.3,173651886.68347982,Basic Materials,Other Industrial Metals & Mining,PASS,,67.5,40.0,42.5,80.0,75.0,58.875000000000014,1.0,,18.083736,17.281,0.21194,60.58333333333334,1.0,68.33333333333333,40.0,53.33333333333333,93.33333333333334,59.21666666666668,L3,1.03,60.99316666666668,235,315,155,HIGH
GILLETTE.NS,Gillette India Limited,260730601472,8001.5,147563119.66666666,Consumer Defensive,Household & Personal Products,PASS,,82.5,64.0,17.5,90.0,60.0,64.12500000000001,1.0,,48.780712,0.004,0.28896,48.33333333333334,1.0,30.0,55.0,46.66666666666667,80.0,60.96666666666668,L1,1.0,60.96666666666668,236,156,392,HIGH
KFINTECH.NS,Kfin Technologies Limited,157781868544,914.55,851765087.4942912,Technology,Software - Application,PASS,,92.5,80.0,12.5,90.0,75.0,71.12500000000001,1.0,,45.659008,3.239,0.35759997,43.25,1.0,31.666666666666664,55.0,23.333333333333336,73.33333333333333,65.55000000000001,L2,0.93,60.961500000000015,237,38,588,HIGH
RAMKY.NS,Ramky Infrastructure Limited,32076636160,463.55,442351459.96812946,Industrials,Engineering & Construction,PASS,,57.5,62.0,52.5,65.0,50.0,58.37500000000001,1.0,,14.346951,27.608,0.12508,43.50000000000001,1.0,35.0,37.5,40.0,80.0,55.40000000000001,L2,1.1,60.94000000000002,238,344,571,HIGH
MANORAMA.NS,Manorama Industries Limited,75943280640,1271.9,126460496.74908447,Consumer Defensive,Packaged Foods,PASS,,82.5,100.0,27.5,45.0,60.0,66.12500000000001,1.0,,35.717495,66.88,0.26953,40.16666666666667,1.0,30.0,40.0,23.333333333333336,86.66666666666666,60.93333333333335,L1,1.0,60.93333333333335,239,108,732,HIGH
SUMMITSEC.NS,Summit Securities Limited,16309064704,1496.0,9541679.539811198,Financial Services,Capital Markets,PASS,,77.5,65.0,50.0,,50.0,63.28125,0.8,,13.227233,,0.93874,37.0,1.0,25.0,37.5,30.0,73.33333333333333,58.025,L1,1.05,60.92625,240,179,898,HIGH
SBCL.NS,Shivalik Bimetal Controls Limited,23361382400,405.55,54052892.215175375,Industrials,Metal Fabrication,PASS,,77.5,52.0,22.5,80.0,60.0,58.875000000000014,1.0,,25.635271,12.873,0.21381001,41.333333333333336,1.0,26.666666666666664,50.0,30.0,73.33333333333333,55.36666666666668,L2,1.1,60.90333333333336,241,315,674,HIGH
NINSYS.NS,NINtec Systems Limited,5390755328,290.2,2729515.0554626463,Technology,Information Technology Services,PASS,,82.5,86.0,32.5,90.0,50.0,71.62500000000001,1.0,,17.609224,2.589,0.24069001,40.75000000000001,1.0,30.0,37.5,40.0,73.33333333333333,65.45000000000002,L2,0.93,60.86850000000002,242,27,697,HIGH
KRISHIVAL.NS,Krishival Foods Limited,8203618816,320.1,5338979.178941854,Consumer Defensive,Packaged Foods,PASS,,47.5,100.0,27.5,80.0,60.0,64.37500000000001,1.0,,37.307693,18.157,0.12738,46.833333333333336,1.0,40.0,45.0,36.666666666666664,80.0,60.86666666666668,L1,1.0,60.86666666666668,243,149,444,HIGH
OSWALGREEN.NS,Oswal Greentech Limited,6394547712,24.9,5667502.036862182,Financial Services,Asset Management,PASS,,62.5,40.0,57.5,90.0,50.0,60.125000000000014,1.0,,31.923079,0.203,0.48172,49.25000000000001,1.0,35.0,40.0,70.0,73.33333333333333,57.95000000000002,L1,1.05,60.84750000000002,244,272,372,HIGH
UTIAMC.NS,UTI Asset Management Company Limited,120896479232,939.0,76392310.18977255,Financial Services,Asset Management,PASS,,87.5,44.0,30.0,90.0,70.0,63.875000000000014,1.0,,21.64592,3.024,0.56009,34.16666666666667,1.0,25.0,32.5,23.333333333333336,73.33333333333333,57.93333333333335,L1,1.05,60.83000000000002,245,163,1004,HIGH
SATIA.NS,Satia Industries Limited,5977999872,59.78,7257277.783293152,Basic Materials,Paper & Paper Products,PASS,,47.5,68.0,73.33333333333333,70.0,60.0,63.54166666666667,1.0,,8.479432,,0.17371,41.083333333333336,1.0,21.666666666666664,55.0,30.0,73.33333333333333,59.05000000000001,L3,1.03,60.821500000000015,246,170,684,HIGH
MARUTI.NS,Maruti Suzuki India Limited,3961786728448,12601.0,6478680714.733334,Consumer Cyclical,Auto Manufacturers,PASS,,47.5,72.0,22.5,90.0,75.0,59.875000000000014,1.0,,26.52507,0.1,0.07692,44.5,1.0,21.666666666666664,47.5,53.33333333333333,80.0,56.80000000000001,L2,1.07,60.77600000000002,247,276,532,HIGH
SUNTV.NS,Sun TV Network Limited,233672474624,592.95,228714375.9130188,Communication Services,Broadcasting,PASS,,87.5,24.0,43.33333333333333,90.0,75.0,62.04166666666667,1.0,,14.794161,1.183,0.35543,65.0,1.0,65.0,57.5,60.0,86.66666666666666,62.63333333333334,L2,0.97,60.754333333333335,248,214,112,HIGH
GEECEE.NS,GeeCee Ventures Limited,5503967232,263.2,1622699.503096517,Real Estate,Real Estate - Development,PASS,,77.5,52.0,56.66666666666667,100.0,60.0,69.70833333333334,1.0,,24.575165,,0.40569,33.91666666666667,1.0,21.666666666666664,40.0,16.666666666666668,73.33333333333333,62.55000000000001,L2,0.97,60.67350000000001,249,51,1011,HIGH
SAMHI.NS,Samhi Hotels Limited,31924473856,144.32,147304643.03170523,Consumer Cyclical,Lodging,PASS,,72.5,94.0,57.5,20.0,50.0,62.12500000000001,1.0,,15.017692,94.106,0.27326,35.00000000000001,1.0,31.666666666666664,27.5,23.333333333333336,73.33333333333333,56.70000000000001,L2,1.07,60.66900000000001,250,212,977,HIGH
VIMTALABS.NS,Vimta Labs Limited,19131250688,427.2,101864290.48707987,Healthcare,Diagnostics & Research,PASS,,82.5,56.0,23.333333333333336,90.0,60.0,63.29166666666667,1.0,,25.70397,1.632,0.23636,44.16666666666667,1.0,43.33333333333333,40.0,30.0,73.33333333333333,59.466666666666676,L1,1.02,60.65600000000001,251,178,545,HIGH
SHAREINDIA.NS,Share India Securities Limited,27361945600,125.04,153975294.49918568,Financial Services,Capital Markets,PASS,,62.5,56.0,60.0,65.0,60.0,60.62500000000001,1.0,,9.75351,22.746,0.367,46.16666666666667,1.0,26.666666666666664,55.0,46.66666666666667,73.33333333333333,57.73333333333334,L1,1.05,60.62000000000001,252,260,467,HIGH
ALEMBICLTD.NS,Alembic Limited,20516868096,79.9,21760072.939095307,Real Estate,Real Estate - Development,PASS,,77.5,62.0,50.0,90.0,60.0,68.87500000000001,1.0,,6.433172,0.496,0.32284,36.91666666666667,1.0,21.666666666666664,50.0,16.666666666666668,73.33333333333333,62.48333333333335,L2,0.97,60.608833333333344,253,64,906,HIGH
SURAJEST.NS,Suraj Estate Developers Limited,9655828480,201.39,38598493.403462216,Real Estate,Real Estate - Development,PASS,,77.5,80.0,62.5,45.0,50.0,65.87500000000001,1.0,,10.549502,57.442,0.29042,48.75000000000001,1.0,38.333333333333336,50.0,46.66666666666667,73.33333333333333,62.45000000000002,L2,0.97,60.57650000000002,254,115,385,HIGH
ASKAUTOLTD.NS,ASK Automotive Limited,80670752768,409.2,67411740.8426768,Consumer Cyclical,Auto Parts,PASS,,52.5,86.0,27.5,70.0,60.0,60.125000000000014,1.0,,28.495823,52.765,0.103269994,42.5,1.0,25.0,32.5,60.0,80.0,56.600000000000016,L2,1.07,60.56200000000002,255,272,617,HIGH
TSFINV.NS,TSF INVESTMENTS LIMITED,80905633792,366.6,37107147.20447794,Financial Services,Asset Management,PASS,,62.5,56.0,36.666666666666664,90.0,75.0,62.45833333333334,1.0,,17.423954,4.579,0.17115,38.54166666666667,1.0,22.5,50.0,23.333333333333336,73.33333333333333,57.67500000000001,L1,1.05,60.55875000000002,256,203,815,HIGH
MBAPL.NS,Madhya Bharat Agro Products Limited,39699386368,453.05,168267105.5932556,Basic Materials,Agricultural Inputs,PASS,,52.5,86.0,27.5,45.0,60.0,55.12500000000001,1.0,,37.880432,68.15,0.09819999,73.33333333333334,1.0,66.66666666666667,70.0,70.0,100.0,58.76666666666668,L3,1.03,60.529666666666685,257,467,41,HIGH
SAGILITY.NS,SAGILITY LIMITED,182852698112,39.06,1417110096.0968082,Healthcare,Health Information Services,PASS,,52.5,88.0,37.5,65.0,60.0,61.62500000000001,1.0,,21.580112,13.851,0.19663,49.83333333333334,1.0,36.666666666666664,40.0,70.0,73.33333333333333,59.26666666666668,L1,1.02,60.45200000000001,258,229,347,HIGH
SBIN.NS,State Bank of India,9764147822592,1057.8,19586615644.70683,Financial Services,Banks - Regional,PASS,,56.66666666666667,68.0,46.66666666666667,,60.0,58.12500000000001,0.8,,11.512844,,0.29676,55.16666666666667,1.0,53.33333333333333,55.0,30.0,93.33333333333334,57.533333333333346,L3,1.05,60.41000000000002,259,355,228,HIGH
APARINDS.NS,Apar Industries Limited,388562059264,9673.0,1254743143.1666667,Industrials,Electrical Equipment & Parts,PASS,,47.5,70.0,12.5,65.0,75.0,52.37500000000001,1.0,,39.999172,14.499,0.073699996,65.00000000000001,1.0,63.33333333333333,65.0,46.66666666666667,93.33333333333334,54.900000000000006,L2,1.1,60.39000000000001,260,559,111,HIGH
BANKBARODA.NS,Bank of Baroda,1447722876928,279.95,2862802355.5976796,Financial Services,Banks - Regional,PASS,,58.0,56.0,53.33333333333333,,75.0,58.333333333333336,0.8,0.12813,7.435591,,0.41844,54.16666666666667,1.0,50.0,60.0,23.333333333333336,93.33333333333334,57.50000000000001,L3,1.05,60.37500000000001,261,346,249,HIGH
ORIENTHOT.NS,Oriental Hotels Limited,16395405312,91.8,31175550.19202423,Consumer Cyclical,Lodging,PASS,,62.5,74.0,37.5,65.0,60.0,60.62500000000001,1.0,,29.805197,27.132,0.24896,39.50000000000001,1.0,30.0,40.0,30.0,73.33333333333333,56.400000000000006,L2,1.07,60.348000000000006,262,260,765,HIGH
ADOR.NS,Ador Welding Limited,15960122368,917.1,13600588.980208334,Industrials,Specialty Industrial Machinery,PASS,,42.5,58.0,42.5,90.0,70.0,58.625000000000014,1.0,,24.274748,0.4,0.105299994,39.75000000000001,1.0,30.0,37.5,30.0,80.0,54.850000000000016,L2,1.1,60.33500000000002,263,327,745,HIGH
PRIVISCL.NS,Privi Speciality Chemicals Limited,114348253184,2927.3,291527188.02867836,Basic Materials,Specialty Chemicals,PASS,,67.5,84.0,22.5,35.0,60.0,55.37500000000001,1.0,,38.021824,86.003,0.19158001,71.33333333333334,1.0,66.66666666666667,70.0,60.0,100.0,58.56666666666668,L3,1.03,60.32366666666668,264,460,58,HIGH
LINC.NS,Linc Limited,6123709440,102.87,2124789.507519786,Industrials,Business Equipment & Supplies,PASS,,47.5,56.0,36.666666666666664,80.0,75.0,56.70833333333334,1.0,,17.76684,11.183,0.06982,47.0,1.0,26.666666666666664,60.0,43.33333333333333,73.33333333333333,54.76666666666667,L2,1.1,60.24333333333335,265,391,441,HIGH
NBCC.NS,NBCC (India) Limited,226557001728,83.91,974081527.6041881,Industrials,Engineering & Construction,PASS,,47.5,76.0,22.5,75.0,70.0,57.375000000000014,1.0,,34.673553,0.011,0.06555,44.25000000000001,1.0,35.0,50.0,30.0,73.33333333333333,54.750000000000014,L2,1.1,60.22500000000002,266,367,542,HIGH
JIOFIN.NS,Jio Financial Services Limited,1520306880512,239.3,3187692658.9519086,Financial Services,Asset Management,PASS,,57.5,70.0,30.0,90.0,60.0,61.875000000000014,1.0,,94.2126,7.797,0.5,39.00000000000001,1.0,35.0,32.5,30.0,73.33333333333333,57.30000000000002,L1,1.05,60.16500000000002,267,217,795,HIGH
NAHARPOLY.NS,Nahar Poly Films Limited,5880491008,237.53,2662049.8304285686,Consumer Cyclical,Packaging & Containers,PASS,,42.5,52.0,67.5,65.0,60.0,56.12500000000001,1.0,,8.057327,11.21,0.07288,56.58333333333334,1.0,41.66666666666667,60.0,60.0,80.0,56.216666666666676,L2,1.07,60.15183333333334,268,417,205,HIGH
TIRUPATIFL.NS,Tirupati Forge Limited,5544966656,46.88,29293540.426603954,Industrials,Metal Fabrication,PASS,,37.5,70.0,12.5,80.0,50.0,50.375000000000014,1.0,,91.92157,21.318,0.060560003,71.75000000000001,1.0,71.66666666666667,60.0,73.33333333333333,93.33333333333334,54.65000000000001,L2,1.1,60.115000000000016,269,643,54,HIGH
ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited,27996921856,207.81,429295767.43213147,Technology,Software - Infrastructure,PASS,,57.5,98.0,47.5,90.0,50.0,71.37500000000001,1.0,,21.512423,1.351,0.3502,37.58333333333334,1.0,28.333333333333336,40.0,23.333333333333336,73.33333333333333,64.61666666666669,L2,0.93,60.09350000000002,270,30,869,HIGH
SANDESH.NS,The Sandesh Limited,7091033600,936.8,1625065.3137715657,Communication Services,Publishing,PASS,,77.5,27.5,76.66666666666667,100.0,60.0,67.58333333333334,1.0,,6.468273,,0.46066,39.41666666666667,1.0,25.0,50.0,23.333333333333336,73.33333333333333,61.95000000000001,L2,0.97,60.09150000000001,271,83,768,HIGH
GNA.NS,GNA Axles Limited,16114075648,375.35,67504878.59579569,Consumer Cyclical,Auto Parts,PASS,,52.5,54.0,52.5,80.0,60.0,59.125000000000014,1.0,,14.453216,24.247,0.13430001,43.91666666666667,1.0,46.66666666666667,37.5,16.666666666666668,86.66666666666666,56.08333333333334,L2,1.07,60.00916666666668,272,307,558,HIGH
VIDYAWIRES.NS,Vidya Wires Limited,11525795840,54.19,103918056.81330885,Industrials,Electrical Equipment & Parts,PASS,,47.5,80.0,22.5,45.0,50.0,50.37500000000001,1.0,,22.579165,99.197,0.050580002,71.20833333333334,1.0,62.5,70.0,66.66666666666667,100.0,54.54166666666668,L2,1.1,59.99583333333335,273,645,59,HIGH
3MINDIA.NS,3M India Limited,363523801088,32270.0,185485000.33333334,Industrials,Conglomerates,PASS,,62.5,57.5,10.0,90.0,70.0,57.000000000000014,1.0,,96.153275,6.416,0.17493999,44.66666666666667,1.0,38.333333333333336,37.5,30.0,93.33333333333334,54.53333333333335,L2,1.1,59.98666666666669,274,383,524,HIGH
JSWINFRA.NS,JSW Infrastructure Limited,523474239488,251.15,349972380.4715342,Industrials,Marine Shipping,PASS,,82.5,76.0,12.5,55.0,60.0,59.12500000000001,1.0,,32.574577,48.27,0.35544,36.00000000000001,1.0,21.666666666666664,42.5,23.333333333333336,73.33333333333333,54.500000000000014,L2,1.1,59.95000000000002,275,312,938,HIGH
FOSECOIND.NS,Foseco India Limited,39744172032,5247.0,33205850.993294273,Basic Materials,Chemicals,PASS,,55.0,58.0,16.666666666666668,75.0,75.0,54.08333333333334,1.0,0.10233,47.394093,0.248,0.19201,74.66666666666667,1.0,73.33333333333333,80.0,60.0,86.66666666666666,58.20000000000002,L3,1.03,59.94600000000002,276,506,31,HIGH
SYMPHONY.NS,Symphony Limited,52976553984,771.45,142922717.1345337,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,67.5,67.5,10.0,90.0,70.0,60.750000000000014,1.0,,31.347013,0.639,0.15084,37.08333333333334,1.0,33.333333333333336,32.5,23.333333333333336,73.33333333333333,56.01666666666669,L2,1.07,59.93783333333336,277,252,892,HIGH
SAMBHV.NS,Sambhv Steel Tubes Limited,27895623680,94.48,99031391.46383743,Basic Materials,Steel,PASS,,47.5,86.0,37.5,65.0,50.0,58.87500000000001,1.0,,33.74286,19.466,0.06584,55.29166666666667,1.0,47.5,60.0,43.33333333333333,80.0,58.158333333333346,L3,1.03,59.90308333333335,278,323,226,HIGH
KEI.NS,KEI Industries Limited,400088465408,4185.0,1879069665.1345053,Industrials,Electrical Equipment & Parts,PASS,,42.5,76.0,17.5,90.0,60.0,57.125000000000014,1.0,,46.417477,3.799,0.10069,43.66666666666667,1.0,41.66666666666667,42.5,16.666666666666668,86.66666666666666,54.43333333333335,L2,1.1,59.876666666666694,279,379,568,HIGH
ACE.NS,Action Construction Equipment Limited,98687729664,829.15,166268991.3222392,Industrials,Farm & Heavy Construction Machinery,PASS,,67.5,58.0,17.5,90.0,60.0,58.875000000000014,1.0,,23.362919,8.005,0.14137,36.58333333333334,1.0,23.333333333333336,42.5,23.333333333333336,73.33333333333333,54.416666666666686,L2,1.1,59.858333333333356,280,315,918,HIGH
SERVOTECH.NS,Servotech Renewable Power System Limited,15517809664,68.71,72556324.8375562,Industrials,Electrical Equipment & Parts,PASS,,42.5,82.0,26.666666666666664,70.0,60.0,56.45833333333334,1.0,,54.968,56.375,0.11184,46.08333333333334,1.0,35.0,45.0,46.66666666666667,73.33333333333333,54.38333333333335,L2,1.1,59.82166666666669,281,400,470,HIGH
ABBOTINDIA.NS,Abbott India Limited,567675125760,26715.0,224210962.83333334,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,82.5,56.0,12.5,90.0,60.0,61.125000000000014,1.0,,37.313538,4.549,0.25794,48.583333333333336,1.0,31.666666666666664,65.0,30.0,80.0,58.61666666666668,L1,1.02,59.789000000000016,282,241,389,HIGH
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,12289976320,183.34,42510821.057737224,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,67.5,54.0,10.0,90.0,70.0,57.375000000000014,1.0,,30.204283,3.495,0.19031,63.50000000000001,1.0,53.33333333333333,65.0,66.66666666666667,80.0,58.600000000000016,L1,1.02,59.77200000000002,283,367,123,HIGH
VSTTILLERS.NS,V.S.T Tillers Tractors Limited,45282553856,5239.0,130289261.66666667,Industrials,Farm & Heavy Construction Machinery,PASS,,47.5,54.0,27.5,90.0,60.0,54.875000000000014,1.0,,36.63124,0.173,0.1092,52.08333333333334,1.0,48.33333333333333,55.0,23.333333333333336,93.33333333333334,54.316666666666684,L2,1.1,59.748333333333356,284,472,301,HIGH
INDOTHAI.NS,Indo Thai Securities Limited,32279785472,252.15,179880649.1126297,Financial Services,Capital Markets,PASS,,57.5,64.0,33.333333333333336,90.0,60.0,61.041666666666686,1.0,,86.35274,1.429,0.83115995,40.33333333333334,1.0,35.0,42.5,16.666666666666668,80.0,56.90000000000002,L1,1.05,59.745000000000026,285,246,726,HIGH
HYUNDAI.NS,Hyundai Motor India Limited,1585267736576,1951.0,1027559399.9523762,Consumer Cyclical,Auto Manufacturers,PASS,,62.5,56.0,22.5,90.0,75.0,59.625000000000014,1.0,,27.397839,4.892,0.080649994,40.66666666666667,1.0,28.333333333333336,42.5,30.0,80.0,55.83333333333335,L2,1.07,59.74166666666669,286,287,710,HIGH
KIRLOSBROS.NS,Kirloskar Brothers Limited,124012199936,1561.4,354644140.52543133,Industrials,Specialty Industrial Machinery,PASS,,57.5,58.0,12.5,90.0,60.0,55.375000000000014,1.0,,31.054098,9.871,0.10446,49.66666666666667,1.0,33.333333333333336,60.0,40.0,80.0,54.23333333333335,L2,1.1,59.65666666666669,287,456,356,HIGH
TINNARUBR.NS,Tinna Rubber and Infrastructure Limited,11288672256,626.6,28187115.62415975,Basic Materials,Specialty Chemicals,PASS,,62.5,86.0,42.5,55.0,60.0,62.62500000000001,1.0,,23.045237,38.443,0.14104,39.0,1.0,25.0,37.5,40.0,73.33333333333333,57.900000000000006,L3,1.03,59.63700000000001,288,201,797,HIGH
VEEDOL.NS,Veedol Corporation Limited,22625257472,1331.3,16845175.977486167,Basic Materials,Specialty Chemicals,PASS,,52.5,56.0,47.5,90.0,70.0,61.625000000000014,1.0,,11.668859,2.144,0.079780005,42.583333333333336,1.0,35.0,40.0,36.666666666666664,73.33333333333333,57.81666666666668,L3,1.03,59.55116666666668,289,224,611,HIGH
KSHINTL.NS,KSH International Limited,29419524096,434.2,93907520.92118734,Industrials,Electrical Equipment & Parts,PASS,,47.5,82.0,16.666666666666668,35.0,50.0,47.70833333333334,1.0,,31.2599,139.569,0.05178,79.62500000000001,1.0,62.5,82.5,90.0,100.0,54.09166666666668,L3,1.1,59.500833333333354,290,756,8,HIGH
AKZOINDIA.NS,Akzo Nobel India Limited,131388358656,2885.1,106116030.54990235,Basic Materials,Specialty Chemicals,PASS,,77.5,36.0,30.0,90.0,60.0,58.375000000000014,1.0,,6.7159386,3.157,0.12967,55.25000000000001,1.0,41.66666666666667,40.0,83.33333333333334,80.0,57.75000000000002,L3,1.03,59.48250000000002,291,341,227,HIGH
THEINVEST.NS,The Investment Trust Of India Limited,5322466816,101.19,1731364.370146179,Financial Services,Capital Markets,PASS,,42.5,84.0,66.66666666666667,35.0,50.0,56.95833333333334,1.0,,17.815142,66.682,0.17188999,55.33333333333334,1.0,33.333333333333336,60.0,73.33333333333333,73.33333333333333,56.63333333333335,L1,1.05,59.46500000000002,292,385,223,HIGH
KINGFA.NS,Kingfa Science & Technology (India) Limited,55256649728,4073.3,21995595.10743815,Basic Materials,Specialty Chemicals,PASS,,62.5,70.0,12.5,90.0,50.0,58.625000000000014,1.0,,31.949957,1.438,0.13354,54.08333333333334,1.0,45.0,50.0,46.66666666666667,93.33333333333334,57.71666666666668,L3,1.03,59.44816666666669,293,327,251,HIGH
NAVINFLUOR.NS,Navin Fluorine International Limited,314331561984,6124.0,1673912690.05,Basic Materials,Chemicals,PASS,,77.5,70.0,27.5,55.0,60.0,59.37500000000001,1.0,,56.819447,32.677,0.30415002,51.08333333333334,1.0,53.33333333333333,42.5,23.333333333333336,100.0,57.716666666666676,L3,1.03,59.44816666666668,294,303,320,HIGH
ANANTRAJ.NS,Anant Raj Limited,167740571648,465.85,1162514124.446523,Real Estate,Real Estate - Development,PASS,,67.5,90.0,22.5,80.0,60.0,65.87500000000001,1.0,,30.668203,12.727,0.24361,42.833333333333336,1.0,26.666666666666664,55.0,30.0,73.33333333333333,61.26666666666669,L2,0.97,59.428666666666686,295,115,607,HIGH
SKIPPER.NS,Skipper Limited,39544971264,350.15,125575201.76282145,Industrials,Engineering & Construction,PASS,,47.5,90.0,42.5,35.0,65.0,56.37500000000001,1.0,,21.600864,62.585,0.08743,44.41666666666667,1.0,33.333333333333336,32.5,60.0,73.33333333333333,53.98333333333334,L2,1.1,59.38166666666668,296,408,533,HIGH
ANUHPHR.NS,Anuh Pharma Limited,7478874624,74.31,3697691.305254618,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,42.5,64.0,42.5,90.0,75.0,60.625000000000014,1.0,,17.777512,0.07,0.06998,48.58333333333334,1.0,35.0,50.0,46.66666666666667,80.0,58.21666666666668,L1,1.02,59.381000000000014,297,253,386,HIGH
