symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,fund_profitability,fund_growth,fund_valuation,fund_financial_health,fund_dividend,fundamental_score,fund_data_coverage,roe,pe_ratio,debt_to_equity,operating_margin,technical_score,tech_data_coverage,tech_trend,tech_momentum,tech_volume,tech_relative_strength,composite_score_raw,l_category,sector_preference_mult,composite_score,composite_rank,fundamental_rank,technical_rank,data_quality
RHIM.NS,RHI MAGNESITA INDIA LIMITED,76477800448,370.35,115792982.61033224,Industrials,Metal Fabrication,PASS,,32.5,66.0,32.5,65.0,75.0,51.62500000000001,1.0,,44.620483,10.315,0.085530005,36.91666666666667,1.0,21.666666666666664,50.0,16.666666666666668,73.33333333333333,48.683333333333344,L2,1.1,53.551666666666684,533,587,906,HIGH
ICICIBANK.NS,ICICI Bank Limited,8941799997440,1249.1,20685875683.46313,Financial Services,Banks - Regional,PASS,,62.0,56.0,40.0,,60.0,54.375,0.8,0.16798,17.050232,,0.33972,37.50000000000001,1.0,31.666666666666664,32.5,23.333333333333336,80.0,51.0,L1,1.05,53.550000000000004,534,494,872,HIGH
ASALCBR.NS,Associated Alcohols & Breweries Ltd.,14613641216,727.8,39989260.03487956,Consumer Defensive,Beverages - Wineries & Distilleries,PASS,,62.5,56.0,32.5,80.0,60.0,58.125000000000014,1.0,,16.13032,12.748,0.13385999,34.91666666666667,1.0,25.0,35.0,23.333333333333336,73.33333333333333,53.48333333333335,L1,1.0,53.48333333333335,535,350,980,HIGH
GOCLCORP.NS,GOCL Corporation Limited,11734164480,236.3,17629285.076201376,Basic Materials,Specialty Chemicals,PASS,,37.5,48.0,77.5,65.0,60.0,55.875000000000014,1.0,,4.653407,5.952,-5.80998,35.41666666666667,1.0,20.0,42.5,23.333333333333336,73.33333333333333,51.78333333333335,L3,1.03,53.33683333333335,536,428,963,HIGH
BALRAMCHIN.NS,Balrampur Chini Mills Limited,98193956864,485.9,429289436.43948567,Consumer Defensive,Confectioners,PASS,,42.5,48.0,42.5,65.0,60.0,50.12500000000001,1.0,,22.026293,19.761,0.10824,66.16666666666667,1.0,53.33333333333333,75.0,60.0,86.66666666666666,53.33333333333334,L1,1.0,53.33333333333334,537,655,92,HIGH
SPMLINFRA.NS,SPML Infra Limited,13172160512,168.1,331630449.0343577,Industrials,Engineering & Construction,PASS,,32.5,78.0,42.5,45.0,50.0,50.12500000000001,1.0,,22.995897,43.718,0.10564,41.91666666666667,1.0,18.333333333333332,55.0,40.0,73.33333333333333,48.48333333333334,L2,1.1,53.33166666666668,538,655,640,HIGH
SUPREMEIND.NS,Supreme Industries Limited,487282409472,3834.4,1132082675.3913817,Industrials,Building Products & Equipment,PASS,,52.5,26.0,10.0,90.0,70.0,46.625000000000014,1.0,,59.88443,5.629,0.07603,55.83333333333334,1.0,55.0,47.5,46.66666666666667,86.66666666666666,48.46666666666668,L2,1.1,53.313333333333354,539,778,214,HIGH
KROSS.NS,Kross Limited,11075622912,171.69,80743876.99562022,Consumer Cyclical,Auto Parts,PASS,,47.5,66.0,30.0,65.0,50.0,52.37500000000001,1.0,,29.96335,13.24,0.11897001,39.583333333333336,1.0,30.0,32.5,36.666666666666664,80.0,49.81666666666668,L2,1.07,53.303833333333344,540,559,760,HIGH
RAILTEL.NS,Railtel Corporation Of India Limited,87134773248,271.5,433151575.6610931,Communication Services,Telecom Services,PASS,,52.5,62.0,23.333333333333336,90.0,75.0,58.79166666666667,1.0,,27.39657,3.341,0.092530005,39.583333333333336,1.0,25.0,35.0,46.66666666666667,73.33333333333333,54.95,L2,0.97,53.301500000000004,541,324,760,HIGH
UNIECOM.NS,Unicommerce Esolutions Limited,10299419648,91.64,250122132.85645676,Technology,Software - Application,PASS,,62.5,84.0,12.5,90.0,50.0,62.125000000000014,1.0,,50.629837,5.913,0.15821,38.00000000000001,1.0,16.666666666666668,55.0,23.333333333333336,73.33333333333333,57.30000000000002,L2,0.93,53.28900000000002,542,207,845,HIGH
RACLGEAR.NS,RACL Geartech Limited,14763504640,1250.2,305403541.46342367,Consumer Cyclical,Auto Parts,PASS,,62.5,56.0,32.5,35.0,60.0,49.12500000000001,1.0,,33.004223,72.348,0.16618,52.41666666666668,1.0,51.66666666666667,60.0,16.666666666666668,86.66666666666666,49.783333333333346,L2,1.07,53.26816666666668,543,698,295,HIGH
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,161989001216,2310.8,321342804.48950195,Basic Materials,Steel,PASS,,57.5,36.0,23.333333333333336,90.0,60.0,52.04166666666668,1.0,,27.700792,6.134,0.1609,50.333333333333336,1.0,51.66666666666667,37.5,40.0,86.66666666666666,51.70000000000002,L3,1.03,53.25100000000002,544,572,332,HIGH
PRECAM.NS,Precision Camshafts Limited,11156086784,117.45,41664145.355458066,Consumer Cyclical,Auto Parts,PASS,,37.5,37.5,43.33333333333333,90.0,60.0,51.41666666666667,1.0,,13.656976,8.02,0.0233,43.083333333333336,1.0,18.333333333333332,50.0,53.33333333333333,73.33333333333333,49.75000000000001,L2,1.07,53.23250000000001,545,595,595,HIGH
PENIND.NS,Pennar Industries Limited,19279765504,142.87,185286468.51850381,Industrials,Specialty Industrial Machinery,PASS,,42.5,70.0,47.5,35.0,50.0,49.62500000000001,1.0,,14.445904,92.847,0.06476,43.41666666666667,1.0,31.666666666666664,40.0,46.66666666666667,73.33333333333333,48.38333333333335,L2,1.1,53.221666666666685,546,680,576,HIGH
TRUALT.NS,TruAlt Bioenergy Limited,35129008128,409.25,76855406.85189413,Energy,Oil & Gas Refining & Marketing,PASS,,57.5,100.0,30.0,40.0,50.0,58.375000000000014,1.0,,23.752176,110.289,0.1573,62.16666666666667,1.0,50.0,50.0,83.33333333333334,86.66666666666666,59.133333333333354,L3,0.9,53.22000000000002,547,341,138,HIGH
KOTAKBANK.NS,Kotak Mahindra Bank Limited,3647509364736,366.75,6752318028.927901,Financial Services,Banks - Regional,PASS,,63.33333333333333,68.0,26.666666666666664,,60.0,55.20833333333333,0.8,,19.415035,,0.33458,32.50000000000001,1.0,26.666666666666664,25.0,23.333333333333336,73.33333333333333,50.666666666666664,L3,1.05,53.2,548,464,1056,HIGH
WINDMACHIN.NS,Windsor Machines Limited,20203497472,230.05,9428287.781799316,Industrials,Specialty Industrial Machinery,PASS,,12.5,80.0,20.0,90.0,50.0,50.12500000000001,1.0,,,5.437,-0.01609,41.25000000000001,1.0,18.333333333333332,55.0,36.666666666666664,73.33333333333333,48.35000000000001,L2,1.1,53.18500000000002,549,655,679,HIGH
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,183103193088,575.7,2200521896.2686644,Energy,Thermal Coal,PASS,,67.5,34.0,23.333333333333336,90.0,75.0,55.54166666666668,1.0,,18.517208,4.139,0.13594,72.83333333333334,1.0,66.66666666666667,55.0,90.0,100.0,59.000000000000014,L3,0.9,53.100000000000016,550,450,47,HIGH
SUMICHEM.NS,Sumitomo Chemical India Limited,193169391616,387.0,124545272.52435201,Basic Materials,Agricultural Inputs,PASS,,67.5,38.0,10.0,90.0,60.0,52.375000000000014,1.0,,36.37218,1.82,0.14569001,48.25,1.0,41.66666666666667,40.0,53.33333333333333,73.33333333333333,51.55000000000001,L3,1.03,53.09650000000001,551,553,396,HIGH
WINDLAS.NS,Windlas Biotech Limited,15334552576,727.3,25235550.518064372,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,47.5,52.0,30.0,90.0,60.0,54.875000000000014,1.0,,23.147676,5.843,0.071550004,40.33333333333334,1.0,23.333333333333336,55.0,23.333333333333336,73.33333333333333,51.96666666666668,L1,1.02,53.006000000000014,552,472,726,HIGH
KERNEX.NS,Kernex Microsystems (India) Limited,16163932160,962.0,151601741.72189942,Technology,Software - Application,PASS,,77.5,82.0,10.0,70.0,50.0,60.875000000000014,1.0,,30.67602,51.362,0.20544,41.41666666666667,1.0,25.0,50.0,23.333333333333336,86.66666666666666,56.98333333333335,L2,0.93,52.994500000000016,553,247,669,HIGH
WSTCSTPAPR.NS,West Coast Paper Mills Limited,28708157440,434.65,27493536.493508913,Basic Materials,Paper & Paper Products,PASS,,32.5,28.0,50.0,80.0,75.0,48.625000000000014,1.0,,20.122684,11.26,0.01271,62.75,1.0,50.0,57.5,80.0,80.0,51.45000000000002,L3,1.03,52.99350000000002,554,724,131,HIGH
WELENT.NS,Welspun Enterprises Limited,63255863296,462.35,62999188.678358965,Industrials,Engineering & Construction,PASS,,57.5,54.0,30.0,45.0,60.0,48.87500000000001,1.0,,20.11967,67.637,0.17934,45.25,1.0,31.666666666666664,55.0,23.333333333333336,86.66666666666666,48.150000000000006,L2,1.1,52.96500000000001,555,713,502,HIGH
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,59812204544,407.05,93493904.52514037,Basic Materials,Chemicals,PASS,,42.5,28.0,63.33333333333333,90.0,70.0,55.29166666666667,1.0,,9.58667,0.15,0.054109998,35.833333333333336,1.0,21.666666666666664,37.5,30.0,73.33333333333333,51.400000000000006,L3,1.03,52.94200000000001,556,463,944,HIGH
AMRUTANJAN.NS,Amrutanjan Health Care Limited,14899435520,515.55,8354085.290861002,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,62.5,36.0,17.5,90.0,75.0,53.625000000000014,1.0,,26.18334,0.565,0.16693,44.833333333333336,1.0,25.0,52.5,46.66666666666667,73.33333333333333,51.86666666666668,L1,1.02,52.90400000000002,557,513,515,HIGH
ETERNAL.NS,ETERNAL LIMITED,2118118277120,232.45,13054233435.978783,Consumer Cyclical,Internet Retail,PASS,,12.5,94.0,32.5,65.0,50.0,51.12500000000001,1.0,,1010.65216,10.875,-0.00435,42.41666666666667,1.0,31.666666666666664,40.0,36.666666666666664,80.0,49.38333333333334,L2,1.07,52.840166666666676,558,607,618,HIGH
SANDUMA.NS,Sandur Manganese & Iron Ores Limited,90092617728,185.29,386481204.09494376,Basic Materials,Steel,PASS,,62.5,50.0,43.33333333333333,45.0,60.0,51.79166666666667,1.0,,15.596801,63.561,0.16297,49.33333333333334,1.0,30.0,55.0,46.66666666666667,86.66666666666666,51.300000000000004,L3,1.03,52.839000000000006,559,580,369,HIGH
SAFARI.NS,Safari Industries (India) Limited,74639736832,1523.5,128501033.60544434,Consumer Cyclical,Footwear & Accessories,PASS,,47.5,68.0,12.5,80.0,60.0,53.375000000000014,1.0,,44.45579,10.828,0.07403,33.333333333333336,1.0,18.333333333333332,37.5,23.333333333333336,73.33333333333333,49.36666666666669,L2,1.07,52.82233333333336,560,519,1035,HIGH
KPITTECH.NS,KPIT Technologies Limited,180176601088,660.95,1669271950.2587097,Technology,Software - Infrastructure,PASS,,67.5,66.0,23.333333333333336,80.0,75.0,61.54166666666667,1.0,,25.188644,16.215,0.15604,37.66666666666667,1.0,35.0,32.5,23.333333333333336,73.33333333333333,56.76666666666668,L2,0.93,52.79300000000001,561,230,864,HIGH
PGEL.NS,PG Electroplast Limited,145915035648,512.75,1774710170.1933136,Technology,Electronic Components,PASS,,37.5,100.0,17.5,80.0,60.0,59.875000000000014,1.0,,52.374874,20.346,0.067210004,44.083333333333336,1.0,25.0,50.0,46.66666666666667,73.33333333333333,56.71666666666668,L2,0.93,52.74650000000002,562,276,551,HIGH
MSUMI.NS,Motherson Sumi Wiring India Limited,245238857728,36.98,257718522.4873769,Consumer Cyclical,Auto Parts,PASS,,52.5,60.0,12.5,80.0,60.0,52.625000000000014,1.0,,39.340424,13.718,0.07182,35.91666666666667,1.0,21.666666666666664,30.0,36.666666666666664,80.0,49.28333333333335,L2,1.07,52.73316666666669,563,541,943,HIGH
MASTEK.NS,Mastek Limited,44930646016,1449.5,188153572.4028727,Technology,Information Technology Services,PASS,,57.5,58.0,52.5,80.0,60.0,61.375000000000014,1.0,,11.91925,20.327,0.14104,38.00000000000001,1.0,31.666666666666664,37.5,23.333333333333336,73.33333333333333,56.70000000000002,L2,0.93,52.731000000000016,564,233,845,HIGH
SALZERELEC.NS,Salzer Electronics Limited,9747801088,551.1,52726494.54395752,Industrials,Electrical Equipment & Parts,PASS,,42.5,68.0,50.0,35.0,60.0,50.62500000000001,1.0,,17.79464,82.807,0.07119,37.083333333333336,1.0,18.333333333333332,50.0,23.333333333333336,73.33333333333333,47.91666666666667,L2,1.1,52.70833333333334,565,639,893,HIGH
IRISDOREME.NS,Iris Clothings Limited,5035013120,29.5,16499272.543541463,Consumer Cyclical,Apparel Manufacturing,PASS,,57.5,60.0,12.5,65.0,50.0,49.87500000000001,1.0,,37.34177,20.588,0.0991,46.41666666666667,1.0,31.666666666666664,50.0,46.66666666666667,73.33333333333333,49.18333333333334,L2,1.07,52.62616666666668,566,667,457,HIGH
GODIGIT.NS,Go Digit General Insurance Limited,301086539776,325.75,137406266.38059184,Financial Services,Insurance - Property & Casualty,PASS,,36.666666666666664,78.0,12.5,75.0,50.0,51.16666666666667,1.0,,58.79964,7.443,0.063200004,45.91666666666667,1.0,36.666666666666664,42.5,36.666666666666664,86.66666666666666,50.116666666666674,L1,1.05,52.62250000000001,567,604,478,HIGH
SARLAPOLY.NS,Sarla Performance Fibers Limited,6931584000,83.01,12250907.503485361,Consumer Cyclical,Textile Manufacturing,PASS,,42.5,34.0,43.33333333333333,70.0,70.0,48.79166666666667,1.0,,11.708039,32.655,-0.03612,50.66666666666667,1.0,33.333333333333336,50.0,60.0,80.0,49.16666666666667,L2,1.07,52.60833333333334,568,722,326,HIGH
SAKSOFT.NS,Saksoft Limited,15285732352,119.57,41096890.378232576,Technology,Information Technology Services,PASS,,62.5,58.0,37.5,90.0,60.0,61.625000000000014,1.0,,12.679745,7.303,0.16746001,36.333333333333336,1.0,18.333333333333332,47.5,23.333333333333336,73.33333333333333,56.56666666666668,L2,0.93,52.60700000000001,569,224,928,HIGH
JTEKTINDIA.NS,Jtekt India Limited,35304300544,127.27,19303524.33150711,Consumer Cyclical,Auto Parts,PASS,,27.5,60.0,17.5,80.0,75.0,48.875000000000014,1.0,,45.616486,23.209,0.03877,50.08333333333334,1.0,35.0,55.0,46.66666666666667,80.0,49.11666666666669,L2,1.07,52.55483333333336,570,709,342,HIGH
TORNTPOWER.NS,Torrent Power Limited,731012857856,1450.7,1132629061.5860677,Utilities,Utilities - Independent Power Producers,PASS,,52.5,82.0,37.5,55.0,75.0,59.62500000000001,1.0,,23.041613,53.715,0.14614001,59.91666666666667,1.0,65.0,65.0,23.333333333333336,86.66666666666666,59.683333333333344,L3,0.88,52.521333333333345,571,293,167,HIGH
VHL.NS,Vardhman Holdings Limited,10151956480,3148.2,2068097.4151774088,Financial Services,Credit Services,PASS,,77.5,22.0,50.0,,60.0,51.09375,0.8,,4.3290296,,0.91814005,45.25000000000001,1.0,35.0,50.0,30.0,80.0,49.925000000000004,L2,1.05,52.42125000000001,572,612,499,HIGH
BIOCON.NS,Biocon Limited,616884273152,380.95,1317066865.8647146,Healthcare,Biotechnology,PASS,,37.5,66.0,37.5,45.0,60.0,48.37500000000001,1.0,,78.06352,50.024,0.07625,63.33333333333334,1.0,46.66666666666667,60.0,70.0,100.0,51.36666666666668,L1,1.02,52.39400000000001,573,731,124,HIGH
ZUARI.NS,Zuari Agro Chemicals Limited,8304349696,197.42,47713570.796803795,Basic Materials,Agricultural Inputs,PASS,,47.5,44.0,70.0,55.0,50.0,52.87500000000001,1.0,,0.8607429,23.991,0.01469,42.50000000000001,1.0,33.333333333333336,35.0,46.66666666666667,73.33333333333333,50.80000000000001,L3,1.03,52.32400000000001,574,537,615,HIGH
MOTHERSON.NS,Samvardhana Motherson International Limited,1177770262528,111.59,2605687355.393346,Consumer Cyclical,Auto Parts,PASS,,32.5,80.0,22.5,55.0,60.0,49.62500000000001,1.0,,34.441357,49.937,0.05523,45.83333333333334,1.0,41.66666666666667,37.5,30.0,93.33333333333334,48.86666666666668,L2,1.07,52.28733333333335,575,680,480,HIGH
STYRENIX.NS,Styrenix Performance Materials Limited,34659438592,1969.7,70306447.37235108,Basic Materials,Chemicals,PASS,,37.5,48.0,30.0,70.0,75.0,48.875000000000014,1.0,,20.92087,44.082,0.0144299995,58.25000000000001,1.0,45.0,65.0,60.0,73.33333333333333,50.750000000000014,L3,1.03,52.272500000000015,576,709,188,HIGH
INSECTICID.NS,Insecticides (India) Limited,16726890496,574.85,16201879.051149495,Basic Materials,Agricultural Inputs,PASS,,37.5,46.0,50.0,80.0,60.0,52.875000000000014,1.0,,11.791795,20.483,0.0467,42.25000000000001,1.0,25.0,55.0,30.0,73.33333333333333,50.750000000000014,L3,1.03,52.272500000000015,576,534,627,HIGH
OIL.NS,Oil India Limited,773725356032,475.5,3181758256.3592215,Energy,Oil & Gas Integrated,PASS,,72.5,32.0,43.33333333333333,70.0,75.0,56.29166666666667,1.0,,13.263598,58.174,0.21556,65.16666666666667,1.0,71.66666666666667,52.5,46.66666666666667,100.0,58.06666666666668,L3,0.9,52.26000000000001,578,411,108,HIGH
SCHAND.NS,S Chand And Company Limited,5162438144,146.36,5200455.693804932,Communication Services,Publishing,PASS,,27.5,57.5,56.66666666666667,80.0,75.0,56.08333333333334,1.0,,10.714495,15.164,-0.43005002,45.00000000000001,1.0,23.333333333333336,55.0,46.66666666666667,73.33333333333333,53.866666666666674,L2,0.97,52.250666666666675,579,421,506,HIGH
RSYSTEMS.NS,R Systems International Limited,31325915136,264.15,1406485380.0336587,Technology,Information Technology Services,PASS,,61.66666666666667,60.0,36.666666666666664,70.0,75.0,59.250000000000014,1.0,0.17822,17.609999,33.46,0.13365,43.91666666666667,1.0,28.333333333333336,50.0,40.0,73.33333333333333,56.18333333333335,L2,0.93,52.25050000000002,580,304,558,HIGH
PIRAMALFIN.NS,Piramal Finance Limited,416724779008,1845.9,436550254.9022624,Financial Services,Credit Services,PASS,,42.5,90.0,30.0,0.0,50.0,44.12500000000001,1.0,,68.03908,261.148,0.17436,72.29166666666667,1.0,72.5,57.5,73.33333333333333,100.0,49.75833333333334,L3,1.05,52.24625000000001,581,850,49,HIGH
PATELENG.NS,Patel Engineering Limited,23824650240,24.92,149796981.55775777,Industrials,Engineering & Construction,PASS,,42.5,42.0,70.0,45.0,50.0,49.12500000000001,1.0,,8.74386,39.667,0.09563,40.75,1.0,25.0,50.0,30.0,73.33333333333333,47.45000000000001,L2,1.1,52.195000000000014,582,698,702,HIGH
GKWLIMITED.NS,GKW Limited,9660956672,1619.2,852483.3937825521,Industrials,Specialty Business Services,PASS,,57.5,56.66666666666667,30.0,40.0,50.0,47.54166666666668,1.0,,135.1586,0.016,0.59816,47.0,1.0,26.666666666666664,60.0,43.33333333333333,73.33333333333333,47.433333333333344,L2,1.1,52.176666666666684,583,762,441,HIGH
RANEHOLDIN.NS,Rane Holdings Limited,15220144128,1066.0,22430450.496813964,Consumer Cyclical,Auto Parts,PASS,,37.5,82.5,36.666666666666664,45.0,50.0,51.33333333333334,1.0,,41.31783,76.849,0.038629998,38.16666666666667,1.0,18.333333333333332,42.5,40.0,73.33333333333333,48.70000000000001,L2,1.07,52.109000000000016,584,599,840,HIGH
SGMART.NS,SG Mart Limited,54696173568,433.0,163937031.71507874,Industrials,Industrial Distribution,PASS,,22.5,74.0,16.666666666666668,65.0,50.0,45.45833333333334,1.0,,51.30332,17.439,0.00791,55.000000000000014,1.0,45.0,57.5,40.0,93.33333333333334,47.366666666666674,L2,1.1,52.103333333333346,585,815,234,HIGH
DIXON.NS,Dixon Technologies (India) Limited,627382943744,10334.0,7115982236.733334,Technology,Consumer Electronics,PASS,,42.5,86.0,22.5,80.0,60.0,58.625000000000014,1.0,,37.68507,29.663,0.029560002,45.58333333333334,1.0,25.0,55.0,46.66666666666667,73.33333333333333,56.01666666666668,L2,0.93,52.095500000000015,586,327,490,HIGH
HONAUT.NS,Honeywell Automation India Limited,250645676032,28330.0,144465820.0,Industrials,Electrical Equipment & Parts,PASS,,52.5,48.0,10.0,90.0,60.0,51.125000000000014,1.0,,49.504604,2.215,0.115430005,32.25000000000001,1.0,21.666666666666664,30.0,23.333333333333336,73.33333333333333,47.350000000000016,L2,1.1,52.08500000000002,587,605,1061,HIGH
BALAMINES.NS,Balaji Amines Limited,34575106048,1067.1,95582211.90549317,Basic Materials,Specialty Chemicals,PASS,,52.5,16.0,36.666666666666664,90.0,75.0,49.95833333333334,1.0,,23.979774,1.53,0.12828,52.91666666666667,1.0,35.0,50.0,73.33333333333333,73.33333333333333,50.55000000000001,L3,1.03,52.06650000000001,588,664,281,HIGH
ACI.NS,Archean Chemical Industries Limited,74229358592,601.25,78256525.4653605,Basic Materials,Chemicals,PASS,,57.5,16.0,16.666666666666668,80.0,75.0,45.20833333333334,1.0,,50.78125,14.782,0.12097,71.91666666666667,1.0,58.33333333333333,75.0,80.0,86.66666666666666,50.55000000000001,L3,1.03,52.06650000000001,588,822,51,HIGH
LEMONTREE.NS,Lemon Tree Hotels Limited,83666624512,105.66,520581855.3709875,Consumer Cyclical,Lodging,PASS,,77.5,78.0,16.666666666666668,25.0,50.0,52.20833333333334,1.0,,38.007195,109.554,0.42259997,34.25000000000001,1.0,33.333333333333336,27.5,16.666666666666668,73.33333333333333,48.61666666666668,L3,1.07,52.01983333333335,590,562,1001,HIGH
ALICON.NS,Alicon Castalloy Limited,10575652864,647.35,8688254.934517415,Industrials,Metal Fabrication,PASS,,27.5,66.0,52.5,45.0,75.0,50.37500000000001,1.0,,29.492025,57.003,0.045900002,34.833333333333336,1.0,18.333333333333332,42.5,23.333333333333336,73.33333333333333,47.26666666666668,L2,1.1,51.993333333333354,591,645,983,HIGH
TCS.NS,Tata Consultancy Services Limited,8649400385536,2390.6,10759620066.050365,Technology,Information Technology Services,PASS,,88.33333333333334,38.0,23.333333333333336,80.0,70.0,59.250000000000014,1.0,0.42635,18.116096,9.444,0.25179002,42.333333333333336,1.0,31.666666666666664,47.5,30.0,73.33333333333333,55.86666666666668,L1,0.93,51.95600000000002,592,304,625,HIGH
BETA.NS,Beta Drugs Limited,11165586432,1106.1,18945700.724568684,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,57.5,48.0,36.666666666666664,60.0,50.0,50.70833333333334,1.0,,17.301735,65.95,0.14435,51.75,1.0,31.666666666666664,50.0,73.33333333333333,73.33333333333333,50.91666666666668,L1,1.02,51.93500000000002,593,630,308,HIGH
MONTECARLO.NS,Monte Carlo Fashions Limited,10891589632,525.35,10923790.258063762,Consumer Cyclical,Apparel Manufacturing,PASS,,57.5,48.0,47.5,35.0,70.0,49.87500000000001,1.0,,11.261521,89.066,0.24431999,43.16666666666667,1.0,36.666666666666664,40.0,36.666666666666664,73.33333333333333,48.53333333333334,L2,1.07,51.930666666666674,594,667,590,HIGH
TNPETRO.NS,Tamilnadu PetroProducts Limited,7396350976,82.13,14481297.051219685,Basic Materials,Specialty Chemicals,PASS,,32.5,44.0,67.5,70.0,60.0,52.625000000000014,1.0,,6.356811,33.127,0.0588,41.58333333333334,1.0,28.333333333333336,50.0,23.333333333333336,80.0,50.416666666666686,L3,1.03,51.92916666666669,595,541,661,HIGH
IONEXCHANG.NS,ION Exchange (India) Limited,41600311296,338.05,116023371.83914083,Industrials,Pollution & Treatment Controls,PASS,,42.5,50.0,30.0,70.0,60.0,49.125000000000014,1.0,,22.0228,32.485,0.05539,39.50000000000001,1.0,18.333333333333332,42.5,46.66666666666667,73.33333333333333,47.20000000000002,L2,1.1,51.92000000000002,596,695,765,HIGH
JKTYRE.NS,JK Tyre & Industries Limited,120384512000,417.25,1065191569.0531495,Consumer Cyclical,Auto Parts,PASS,,37.5,68.0,52.5,35.0,60.0,49.87500000000001,1.0,,16.920115,89.667,0.10689,43.00000000000001,1.0,33.333333333333336,50.0,16.666666666666668,86.66666666666666,48.50000000000001,L2,1.07,51.89500000000001,597,667,597,HIGH
INDIGOPNTS.NS,Indigo Paints Limited,35458777088,743.75,126583392.43588257,Basic Materials,Specialty Chemicals,PASS,,57.5,44.0,27.5,90.0,60.0,54.875000000000014,1.0,,24.627483,2.232,0.14862001,32.41666666666667,1.0,18.333333333333332,30.0,30.0,73.33333333333333,50.38333333333335,L3,1.03,51.89483333333335,598,472,1057,HIGH
PHOENIXLTD.NS,The Phoenix Mills Limited,551866007552,1543.1,668142058.7352742,Real Estate,Real Estate - Diversified,PASS,,82.5,64.0,12.5,55.0,60.0,56.12500000000001,1.0,,50.75987,33.657,0.50839,42.91666666666667,1.0,36.666666666666664,32.5,36.666666666666664,86.66666666666666,53.48333333333334,L2,0.97,51.87883333333334,599,417,599,HIGH
TANLA.NS,Tanla Platforms Limited,55916036096,423.05,179807746.5653066,Technology,Software - Application,PASS,,62.5,38.0,47.5,90.0,70.0,59.625000000000014,1.0,,11.508433,2.572,0.14097,40.33333333333334,1.0,23.333333333333336,55.0,23.333333333333336,73.33333333333333,55.76666666666669,L2,0.93,51.86300000000002,600,287,726,HIGH
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,315096367104,9707.0,126398684.46666667,Consumer Defensive,Household & Personal Products,PASS,,87.5,36.0,12.5,90.0,50.0,56.375000000000014,1.0,,44.052643,0.221,0.31088,33.75,1.0,18.333333333333332,30.0,36.666666666666664,73.33333333333333,51.850000000000016,L1,1.0,51.850000000000016,601,402,1022,HIGH
RAMRAT.NS,Ram Ratna Wires Limited,28709505024,307.55,47689853.872341916,Industrials,Electrical Equipment & Parts,PASS,,32.5,82.0,32.5,25.0,60.0,46.12500000000001,1.0,,33.320694,122.585,0.049829997,51.16666666666667,1.0,26.666666666666664,65.0,46.66666666666667,86.66666666666666,47.13333333333334,L3,1.1,51.84666666666668,602,789,318,HIGH
TIIL.NS,Technocraft Industries (India) Limited,49648893952,2189.8,43674659.705114745,Industrials,Tools & Accessories,PASS,,52.5,38.0,37.5,55.0,60.0,47.12500000000001,1.0,,18.051275,43.315,0.091809995,46.91666666666667,1.0,46.66666666666667,37.5,36.666666666666664,80.0,47.08333333333334,L2,1.1,51.79166666666668,603,767,443,HIGH
BALKRISIND.NS,Balkrishna Industries Limited,406952017920,2105.1,382446665.8300049,Consumer Cyclical,Auto Parts,PASS,,67.5,38.0,16.666666666666668,70.0,75.0,51.20833333333334,1.0,,31.057837,35.269,0.16359,36.83333333333334,1.0,28.333333333333336,37.5,23.333333333333336,73.33333333333333,48.33333333333334,L2,1.07,51.71666666666668,604,602,910,HIGH
AGARWALEYE.NS,Dr. Agarwal's Health Care Limited,134437273600,424.35,57073035.81440125,Healthcare,Medical Instruments & Supplies,PASS,,52.5,86.0,12.5,45.0,50.0,51.12500000000001,1.0,,106.353386,48.682,0.14217,49.00000000000001,1.0,33.333333333333336,50.0,46.66666666666667,86.66666666666666,50.70000000000001,L1,1.02,51.71400000000001,605,607,379,HIGH
PARADEEP.NS,Paradeep Phosphates Limited,114998157312,110.77,653397657.5016428,Basic Materials,Agricultural Inputs,PASS,,47.5,70.0,50.0,35.0,60.0,52.37500000000001,1.0,,10.924063,87.038,0.06987,41.5,1.0,25.0,32.5,60.0,73.33333333333333,50.2,L3,1.03,51.706,606,559,667,HIGH
LTFOODS.NS,LT Foods Limited,131485368320,378.45,1956095655.2910676,Consumer Defensive,Packaged Foods,PASS,,47.5,68.0,27.5,70.0,60.0,54.375000000000014,1.0,,20.205553,43.095,0.0904,40.58333333333334,1.0,40.0,37.5,16.666666666666668,80.0,51.61666666666668,L1,1.0,51.61666666666668,607,487,713,HIGH
ASHAPURMIN.NS,Ashapura Minechem Limited,48035299328,502.85,457233292.3252299,Basic Materials,Other Industrial Metals & Mining,PASS,,52.5,58.0,36.666666666666664,45.0,60.0,49.95833333333334,1.0,,12.723937,86.445,0.11391,50.5,1.0,36.666666666666664,50.0,53.33333333333333,80.0,50.06666666666668,L3,1.03,51.56866666666668,608,664,329,HIGH
